match_id,team,opponent_team,match_date,venue,Season,runs_scored,wickets_lost ,overs_faced,runs_conceded,wickets_taken,match_result,man_of_the_match
980969,Royal Challengers Bangalore,Rising Pune Supergiants,07-05-2016,Bangalore,2016,188,0,12,129,0,Royal Challengers Bangalore,V Kohli
980967,Sunrisers Hyderabad,Gujarat Lions,06-05-2016,Hyderabad,2016,74,6,13,72,2,Sunrisers Hyderabad,B Kumar
980965,Delhi Daredevils,Rising Pune Supergiants,05-05-2016,Delhi,2016,74,7,19,75,5,Rising Pune Supergiants,AM Rahane
980963,Kolkata Knight Riders,Kings XI Punjab,04-05-2016,Kolkata,2016,87,0,7,85,7,Kolkata Knight Riders,AD Russell
980961,Gujarat Lions,Delhi Daredevils,03-05-2016,Rajkot,2016,147,3,10,148,1,Delhi Daredevils,RR Pant
980959,Royal Challengers Bangalore,Kolkata Knight Riders,02-05-2016,Bangalore,2016,155,7,13,158,2,Kolkata Knight Riders,AD Russell
980955,Gujarat Lions,Kings XI Punjab,01-05-2016,Rajkot,2016,196,9,14,201,8,Kings XI Punjab,AR Patel
980957,Rising Pune Supergiants,Mumbai Indians,01-05-2016,Pune,2016,107,6,20,108,8,Mumbai Indians,RG Sharma
980951,Delhi Daredevils,Kolkata Knight Riders,30-04-2016,Delhi,2016,110,6,16,76,10,Delhi Daredevils,CR Brathwaite
980953,Sunrisers Hyderabad,Royal Challengers Bangalore,30-04-2016,Hyderabad,2016,182,8,20,92,3,Sunrisers Hyderabad,DA Warner
980949,Rising Pune Supergiants,Gujarat Lions,29-04-2016,Pune,2016,194,7,8,195,5,Gujarat Lions,DR Smith
980947,Mumbai Indians,Kolkata Knight Riders,28-04-2016,Mumbai,2016,101,7,14,81,2,Mumbai Indians,RG Sharma
980945,Delhi Daredevils,Gujarat Lions,27-04-2016,Delhi,2016,126,5,18,129,6,Gujarat Lions,CH Morris
980943,Sunrisers Hyderabad,Rising Pune Supergiants,26-04-2016,Hyderabad,2016,153,7,16,154,2,Rising Pune Supergiants,AB Dinda
980941,Kings XI Punjab,Mumbai Indians,25-04-2016,Chandigarh,2016,86,4,9,88,3,Mumbai Indians,PA Patel
980939,Rising Pune Supergiants,Kolkata Knight Riders,24-04-2016,Pune,2016,90,6,18,91,2,Kolkata Knight Riders,SA Yadav
980937,Gujarat Lions,Royal Challengers Bangalore,24-04-2016,Rajkot,2016,104,0,19,103,5,Gujarat Lions,V Kohli
980935,Sunrisers Hyderabad,Kings XI Punjab,23-04-2016,Hyderabad,2016,217,9,20,103,7,Sunrisers Hyderabad,Mustafizur Rahman
980933,Delhi Daredevils,Mumbai Indians,23-04-2016,Delhi,2016,181,7,19,128,5,Delhi Daredevils,SV Samson
980931,Rising Pune Supergiants,Royal Challengers Bangalore,22-04-2016,Pune,2016,99,6,15,104,1,Royal Challengers Bangalore,AB de Villiers
980929,Gujarat Lions,Sunrisers Hyderabad,21-04-2016,Rajkot,2016,96,10,9,101,9,Sunrisers Hyderabad,B Kumar
980927,Mumbai Indians,Royal Challengers Bangalore,20-04-2016,Mumbai,2016,151,4,16,114,5,Mumbai Indians,RG Sharma
980925,Kings XI Punjab,Kolkata Knight Riders,19-04-2016,Chandigarh,2016,76,0,12,81,10,Kolkata Knight Riders,RV Uthappa
980923,Sunrisers Hyderabad,Mumbai Indians,18-04-2016,Hyderabad,2016,203,5,15,163,6,Sunrisers Hyderabad,DA Warner
980921,Royal Challengers Bangalore,Delhi Daredevils,17-04-2016,Bangalore,2016,129,8,12,131,6,Delhi Daredevils,Q de Kock
980919,Kings XI Punjab,Rising Pune Supergiants,17-04-2016,Chandigarh,2016,210,5,17,162,0,Kings XI Punjab,M Vohra
980917,Mumbai Indians,Gujarat Lions,16-04-2016,Mumbai,2016,114,6,12,119,1,Gujarat Lions,AJ Finch
980915,Sunrisers Hyderabad,Kolkata Knight Riders,16-04-2016,Hyderabad,2016,171,4,12,176,0,Kolkata Knight Riders,G Gambhir
980913,Delhi Daredevils,Kings XI Punjab,15-04-2016,Delhi,2016,103,10,19,100,0,Delhi Daredevils,A Mishra
980911,Gujarat Lions,Rising Pune Supergiants,14-04-2016,Rajkot,2016,136,7,14,84,3,Gujarat Lions,AJ Finch
980909,Kolkata Knight Riders,Mumbai Indians,13-04-2016,Kolkata,2016,101,7,11,103,10,Mumbai Indians,RG Sharma
980907,Royal Challengers Bangalore,Sunrisers Hyderabad,12-04-2016,Bangalore,2016,116,4,14,115,8,Royal Challengers Bangalore,AB de Villiers
980905,Kings XI Punjab,Gujarat Lions,11-04-2016,Chandigarh,2016,143,0,14,146,10,Gujarat Lions,AJ Finch
980903,Kolkata Knight Riders,Delhi Daredevils,10-04-2016,Kolkata,2016,198,9,12,156,5,Kolkata Knight Riders,AD Russell
980901,Mumbai Indians,Rising Pune Supergiants,09-04-2016,Mumbai,2016,153,1,13,157,7,Rising Pune Supergiants,AM Rahane
829823,Mumbai Indians,Chennai Super Kings,24-05-2015,Kolkata,2015,152,1,19,72,3,Mumbai Indians,RG Sharma
829821,Chennai Super Kings,Royal Challengers Bangalore,22-05-2015,Ranchi,2015,139,0,10,84,5,Chennai Super Kings,A Nehra
829819,Royal Challengers Bangalore,Rajasthan Royals,20-05-2015,Pune,2015,87,1,19,84,7,Royal Challengers Bangalore,AB de Villiers
829817,Chennai Super Kings,Mumbai Indians,19-05-2015,Mumbai,2015,156,1,20,161,5,Mumbai Indians,KA Pollard
829813,Royal Challengers Bangalore,Delhi Daredevils,17-05-2015,Bangalore,2015,194,8,13,196,9,NA,NA
829815,Sunrisers Hyderabad,Mumbai Indians,17-05-2015,Hyderabad,2015,203,10,17,208,6,Mumbai Indians,MJ McClenaghan
829811,Rajasthan Royals,Kolkata Knight Riders,16-05-2015,Mumbai,2015,145,5,10,79,4,Rajasthan Royals,SR Watson
829809,Kings XI Punjab,Chennai Super Kings,16-05-2015,Chandigarh,2015,75,1,9,79,10,Chennai Super Kings,P Negi
829807,Sunrisers Hyderabad,Royal Challengers Bangalore,15-05-2015,Hyderabad,2015,83,9,15,86,1,Royal Challengers Bangalore,V Kohli
829805,Mumbai Indians,Kolkata Knight Riders,14-05-2015,Mumbai,2015,198,10,19,102,8,Mumbai Indians,HH Pandya
829803,Kings XI Punjab,Royal Challengers Bangalore,13-05-2015,Chandigarh,2015,111,6,20,75,0,Kings XI Punjab,AR Patel
829801,Delhi Daredevils,Chennai Super Kings,12-05-2015,Raipur,2015,193,7,18,77,4,Delhi Daredevils,Z Khan
829799,Sunrisers Hyderabad,Kings XI Punjab,11-05-2015,Hyderabad,2015,161,4,9,79,3,Sunrisers Hyderabad,DA Warner
829797,Chennai Super Kings,Rajasthan Royals,10-05-2015,Chennai,2015,87,6,11,84,8,Chennai Super Kings,RA Jadeja
829795,Mumbai Indians,Royal Challengers Bangalore,10-05-2015,Mumbai,2015,199,1,8,202,7,Royal Challengers Bangalore,AB de Villiers
829793,Delhi Daredevils,Sunrisers Hyderabad,09-05-2015,Raipur,2015,142,4,15,146,10,Sunrisers Hyderabad,MC Henriques
829791,Kolkata Knight Riders,Kings XI Punjab,09-05-2015,Kolkata,2015,198,8,9,169,1,Kolkata Knight Riders,AD Russell
829789,Chennai Super Kings,Mumbai Indians,08-05-2015,Chennai,2015,209,5,12,213,0,Mumbai Indians,HH Pandya
829787,Rajasthan Royals,Sunrisers Hyderabad,07-05-2015,Mumbai,2015,117,9,13,120,1,Sunrisers Hyderabad,EJG Morgan
829761,Kolkata Knight Riders,Delhi Daredevils,07-05-2015,Kolkata,2015,76,0,16,74,0,Kolkata Knight Riders,PP Chawla
829785,Royal Challengers Bangalore,Kings XI Punjab,06-05-2015,Bangalore,2015,146,7,15,91,7,Royal Challengers Bangalore,CH Gayle
829783,Mumbai Indians,Delhi Daredevils,05-05-2015,Mumbai,2015,114,10,17,72,4,Mumbai Indians,Harbhajan Singh
829781,Kolkata Knight Riders,Sunrisers Hyderabad,04-05-2015,Kolkata,2015,153,5,13,69,3,Kolkata Knight Riders,UT Yadav
829779,Chennai Super Kings,Royal Challengers Bangalore,04-05-2015,Chennai,2015,89,0,7,86,8,Chennai Super Kings,SK Raina
829775,Kings XI Punjab,Mumbai Indians,03-05-2015,Chandigarh,2015,163,5,12,167,2,Mumbai Indians,LMP Simmons
829777,Rajasthan Royals,Delhi Daredevils,03-05-2015,Mumbai,2015,209,9,9,94,5,Rajasthan Royals,AM Rahane
829771,Royal Challengers Bangalore,Kolkata Knight Riders,02-05-2015,Bangalore,2015,211,4,8,160,4,Royal Challengers Bangalore,Mandeep Singh
829773,Sunrisers Hyderabad,Chennai Super Kings,02-05-2015,Hyderabad,2015,129,3,16,112,10,Sunrisers Hyderabad,DA Warner
829769,Mumbai Indians,Rajasthan Royals,01-05-2015,Mumbai,2015,139,6,13,87,1,Mumbai Indians,AT Rayudu
829767,Delhi Daredevils,Kings XI Punjab,01-05-2015,Delhi,2015,132,6,11,87,5,Delhi Daredevils,NM Coulter-Nile
829723,Kolkata Knight Riders,Chennai Super Kings,30-04-2015,Kolkata,2015,110,1,7,78,9,Kolkata Knight Riders,AD Russell
829763,Royal Challengers Bangalore,Rajasthan Royals,29-04-2015,Bangalore,2015,212,5,9,213,3,NA,NA
829765,Chennai Super Kings,Kolkata Knight Riders,28-04-2015,Chennai,2015,83,10,18,80,2,Chennai Super Kings,DJ Bravo
829759,Kings XI Punjab,Sunrisers Hyderabad,27-04-2015,Chandigarh,2015,113,7,15,115,2,Sunrisers Hyderabad,TA Boult
829757,Delhi Daredevils,Royal Challengers Bangalore,26-04-2015,Delhi,2015,197,0,13,202,4,Royal Challengers Bangalore,VR Aaron
829753,Chennai Super Kings,Kings XI Punjab,25-04-2015,Chennai,2015,150,4,10,94,4,Chennai Super Kings,BB McCullum
829751,Mumbai Indians,Sunrisers Hyderabad,25-04-2015,Mumbai,2015,201,3,16,189,0,Mumbai Indians,SL Malinga
829749,Rajasthan Royals,Royal Challengers Bangalore,24-04-2015,Ahmedabad,2015,80,7,14,81,0,Royal Challengers Bangalore,MA Starc
829747,Delhi Daredevils,Mumbai Indians,23-04-2015,Delhi,2015,111,4,10,73,4,Delhi Daredevils,SS Iyer
829743,Sunrisers Hyderabad,Kolkata Knight Riders,22-04-2015,Visakhapatnam,2015,74,5,8,70,1,Sunrisers Hyderabad,DA Warner
829745,Royal Challengers Bangalore,Chennai Super Kings,22-04-2015,Bangalore,2015,75,9,17,80,10,Chennai Super Kings,SK Raina
829741,Rajasthan Royals,Kings XI Punjab,21-04-2015,Ahmedabad,2015,149,9,17,154,7,Kings XI Punjab,SE Marsh
829739,Delhi Daredevils,Kolkata Knight Riders,20-04-2015,Delhi,2015,191,4,20,195,7,Kolkata Knight Riders,UT Yadav
829735,Rajasthan Royals,Chennai Super Kings,19-04-2015,Ahmedabad,2015,204,3,7,111,3,Rajasthan Royals,AM Rahane
829737,Royal Challengers Bangalore,Mumbai Indians,19-04-2015,Bangalore,2015,93,3,13,95,7,Mumbai Indians,Harbhajan Singh
829731,Sunrisers Hyderabad,Delhi Daredevils,18-04-2015,Visakhapatnam,2015,71,5,13,74,1,Delhi Daredevils,JP Duminy
829733,Kings XI Punjab,Kolkata Knight Riders,18-04-2015,Pune,2015,179,2,9,184,2,Kolkata Knight Riders,AD Russell
829729,Mumbai Indians,Chennai Super Kings,17-04-2015,Mumbai,2015,85,7,12,89,1,Chennai Super Kings,A Nehra
829727,Sunrisers Hyderabad,Rajasthan Royals,16-04-2015,Visakhapatnam,2015,95,8,8,100,4,Rajasthan Royals,AM Rahane
829725,Kings XI Punjab,Delhi Daredevils,15-04-2015,Pune,2015,179,4,18,184,9,Delhi Daredevils,MA Agarwal
829721,Rajasthan Royals,Mumbai Indians,14-04-2015,Ahmedabad,2015,196,10,7,175,6,Rajasthan Royals,SPD Smith
829719,Royal Challengers Bangalore,Sunrisers Hyderabad,13-04-2015,Bangalore,2015,91,0,10,92,9,Sunrisers Hyderabad,DA Warner
829717,Mumbai Indians,Kings XI Punjab,12-04-2015,Mumbai,2015,137,6,11,142,10,Kings XI Punjab,GJ Bailey
829715,Delhi Daredevils,Rajasthan Royals,12-04-2015,Delhi,2015,176,6,10,181,1,Rajasthan Royals,DJ Hooda
829713,Kolkata Knight Riders,Royal Challengers Bangalore,11-04-2015,Kolkata,2015,136,2,16,139,2,Royal Challengers Bangalore,CH Gayle
829711,Chennai Super Kings,Sunrisers Hyderabad,11-04-2015,Chennai,2015,187,2,17,86,5,Chennai Super Kings,BB McCullum
829709,Kings XI Punjab,Rajasthan Royals,10-04-2015,Pune,2015,216,4,16,219,0,Rajasthan Royals,JP Faulkner
829707,Chennai Super Kings,Delhi Daredevils,09-04-2015,Chennai,2015,91,1,14,86,10,Chennai Super Kings,A Nehra
829705,Kolkata Knight Riders,Mumbai Indians,08-04-2015,Kolkata,2015,119,3,16,72,10,Kolkata Knight Riders,M Morkel
734049,Kolkata Knight Riders,Kings XI Punjab,01-06-2014,Bangalore,2014,118,3,18,85,6,Kolkata Knight Riders,MK Pandey
734047,Chennai Super Kings,Kings XI Punjab,30-05-2014,Mumbai,2014,99,0,12,100,7,Kings XI Punjab,V Sehwag
734045,Chennai Super Kings,Mumbai Indians,28-05-2014,Mumbai,2014,175,8,17,71,5,Chennai Super Kings,SK Raina
734043,Kings XI Punjab,Kolkata Knight Riders,27-05-2014,Kolkata,2014,95,2,14,98,6,Kolkata Knight Riders,UT Yadav
734041,Mumbai Indians,Rajasthan Royals,25-05-2014,Mumbai,2014,88,5,10,72,1,Mumbai Indians,CJ Anderson
734039,Kings XI Punjab,Delhi Daredevils,25-05-2014,Chandigarh,2014,83,6,15,81,4,Kings XI Punjab,M Vohra
734035,Royal Challengers Bangalore,Chennai Super Kings,24-05-2014,Bangalore,2014,174,8,9,176,9,Chennai Super Kings,MS Dhoni
734037,Kolkata Knight Riders,Sunrisers Hyderabad,24-05-2014,Kolkata,2014,121,6,17,75,8,Kolkata Knight Riders,YK Pathan
734031,Mumbai Indians,Delhi Daredevils,23-05-2014,Mumbai,2014,155,4,17,75,10,Mumbai Indians,MEK Hussey
734033,Kings XI Punjab,Rajasthan Royals,23-05-2014,Chandigarh,2014,86,9,20,85,9,Kings XI Punjab,SE Marsh
734027,Kolkata Knight Riders,Royal Challengers Bangalore,22-05-2014,Kolkata,2014,144,10,13,99,7,Kolkata Knight Riders,RV Uthappa
734029,Chennai Super Kings,Sunrisers Hyderabad,22-05-2014,Ranchi,2014,184,3,7,187,7,Sunrisers Hyderabad,DA Warner
734025,Kings XI Punjab,Mumbai Indians,21-05-2014,Chandigarh,2014,141,2,15,144,0,Mumbai Indians,LMP Simmons
734023,Kolkata Knight Riders,Chennai Super Kings,20-05-2014,Kolkata,2014,94,5,13,93,1,Kolkata Knight Riders,RV Uthappa
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,20-05-2014,Hyderabad,2014,124,2,16,72,5,Sunrisers Hyderabad,DA Warner
734019,Delhi Daredevils,Kings XI Punjab,19-05-2014,Delhi,2014,139,2,19,140,9,Kings XI Punjab,AR Patel
734017,Rajasthan Royals,Mumbai Indians,19-05-2014,Ahmedabad,2014,138,5,15,139,2,Mumbai Indians,MEK Hussey
734013,Chennai Super Kings,Royal Challengers Bangalore,18-05-2014,Ranchi,2014,164,3,20,166,2,Royal Challengers Bangalore,AB de Villiers
734015,Sunrisers Hyderabad,Kolkata Knight Riders,18-05-2014,Hyderabad,2014,101,3,16,105,7,Kolkata Knight Riders,UT Yadav
734011,Rajasthan Royals,Delhi Daredevils,15-05-2014,Ahmedabad,2014,166,7,9,152,3,Rajasthan Royals,AM Rahane
734009,Kolkata Knight Riders,Mumbai Indians,14-05-2014,Cuttack,2014,200,4,20,85,7,Kolkata Knight Riders,RV Uthappa
734007,Sunrisers Hyderabad,Kings XI Punjab,14-05-2014,Hyderabad,2014,100,10,19,103,10,Kings XI Punjab,WP Saha
734005,Royal Challengers Bangalore,Delhi Daredevils,13-05-2014,Bangalore,2014,170,7,10,121,5,Royal Challengers Bangalore,Yuvraj Singh
734003,Chennai Super Kings,Rajasthan Royals,13-05-2014,Ranchi,2014,199,9,20,158,10,Chennai Super Kings,RA Jadeja
734001,Sunrisers Hyderabad,Mumbai Indians,12-05-2014,Hyderabad,2014,101,1,17,102,8,Mumbai Indians,AT Rayudu
733997,Kings XI Punjab,Kolkata Knight Riders,11-05-2014,Cuttack,2014,76,5,7,79,9,Kolkata Knight Riders,G Gambhir
733999,Royal Challengers Bangalore,Rajasthan Royals,11-05-2014,Bangalore,2014,120,1,11,122,6,Rajasthan Royals,JP Faulkner
733995,Mumbai Indians,Chennai Super Kings,10-05-2014,Mumbai,2014,133,9,16,137,10,Chennai Super Kings,DR Smith
733993,Delhi Daredevils,Sunrisers Hyderabad,10-05-2014,Delhi,2014,109,5,13,111,2,Sunrisers Hyderabad,DW Steyn
733991,Royal Challengers Bangalore,Kings XI Punjab,09-05-2014,Bangalore,2014,194,10,18,195,1,Kings XI Punjab,Sandeep Sharma
733989,Rajasthan Royals,Sunrisers Hyderabad,08-05-2014,Ahmedabad,2014,198,8,9,200,6,Sunrisers Hyderabad,B Kumar
733985,Delhi Daredevils,Kolkata Knight Riders,07-05-2014,Delhi,2014,144,1,17,146,7,Kolkata Knight Riders,G Gambhir
733987,Kings XI Punjab,Chennai Super Kings,07-05-2014,Cuttack,2014,140,3,9,70,6,Kings XI Punjab,GJ Maxwell
733983,Mumbai Indians,Royal Challengers Bangalore,06-05-2014,Mumbai,2014,182,2,12,94,1,Mumbai Indians,RG Sharma
733981,Delhi Daredevils,Chennai Super Kings,05-05-2014,Delhi,2014,103,1,13,104,6,Chennai Super Kings,DR Smith
733979,Rajasthan Royals,Kolkata Knight Riders,05-05-2014,Ahmedabad,2014,175,6,9,71,10,Rajasthan Royals,PV Tambe
733977,Royal Challengers Bangalore,Sunrisers Hyderabad,04-05-2014,Bangalore,2014,142,9,18,84,0,Royal Challengers Bangalore,AB de Villiers
733975,Delhi Daredevils,Rajasthan Royals,03-05-2014,Delhi,2014,69,1,10,71,0,Rajasthan Royals,KK Nair
733973,Mumbai Indians,Kings XI Punjab,03-05-2014,Mumbai,2014,130,10,11,78,7,Mumbai Indians,CJ Anderson
733971,Chennai Super Kings,Kolkata Knight Riders,02-05-2014,Ranchi,2014,156,8,13,147,1,Chennai Super Kings,RA Jadeja
729317,Mumbai Indians,Sunrisers Hyderabad,30-04-2014,NA,2014,116,0,11,118,4,Sunrisers Hyderabad,B Kumar
729315,Kolkata Knight Riders,Rajasthan Royals,29-04-2014,Abu Dhabi,2014,130,5,16,133,5,Rajasthan Royals,JP Faulkner
729313,Kings XI Punjab,Royal Challengers Bangalore,28-04-2014,NA,2014,98,2,9,94,10,Kings XI Punjab,Sandeep Sharma
729311,Sunrisers Hyderabad,Chennai Super Kings,27-04-2014,NA,2014,122,3,14,123,9,Chennai Super Kings,DR Smith
729309,Delhi Daredevils,Mumbai Indians,27-04-2014,NA,2014,166,8,8,128,1,Delhi Daredevils,M Vijay
729307,Kolkata Knight Riders,Kings XI Punjab,26-04-2014,Abu Dhabi,2014,71,4,11,73,7,Kings XI Punjab,Sandeep Sharma
729305,Rajasthan Royals,Royal Challengers Bangalore,26-04-2014,Abu Dhabi,2014,70,8,7,68,3,Rajasthan Royals,PV Tambe
729301,Sunrisers Hyderabad,Delhi Daredevils,25-04-2014,NA,2014,181,5,15,86,5,Sunrisers Hyderabad,AJ Finch
729303,Chennai Super Kings,Mumbai Indians,25-04-2014,NA,2014,177,2,19,86,0,Chennai Super Kings,MM Sharma
729299,Royal Challengers Bangalore,Kolkata Knight Riders,24-04-2014,NA,2014,196,6,18,200,6,Kolkata Knight Riders,CA Lynn
729297,Rajasthan Royals,Chennai Super Kings,23-04-2014,NA,2014,121,9,8,122,1,Chennai Super Kings,RA Jadeja
729295,Kings XI Punjab,Sunrisers Hyderabad,22-04-2014,NA,2014,182,3,10,112,1,Kings XI Punjab,GJ Maxwell
729293,Chennai Super Kings,Delhi Daredevils,21-04-2014,Abu Dhabi,2014,128,1,19,82,6,Chennai Super Kings,SK Raina
729291,Rajasthan Royals,Kings XI Punjab,20-04-2014,NA,2014,70,9,12,73,1,Kings XI Punjab,GJ Maxwell
729289,Kolkata Knight Riders,Delhi Daredevils,19-04-2014,NA,2014,89,5,10,94,7,Delhi Daredevils,JP Duminy
729287,Royal Challengers Bangalore,Mumbai Indians,19-04-2014,NA,2014,164,10,18,106,9,Royal Challengers Bangalore,PA Patel
729285,Sunrisers Hyderabad,Rajasthan Royals,18-04-2014,Abu Dhabi,2014,166,2,14,168,3,Rajasthan Royals,AM Rahane
729283,Chennai Super Kings,Kings XI Punjab,18-04-2014,Abu Dhabi,2014,95,10,10,98,2,Kings XI Punjab,GJ Maxwell
729281,Delhi Daredevils,Royal Challengers Bangalore,17-04-2014,NA,2014,158,10,8,159,0,Royal Challengers Bangalore,YS Chahal
729279,Mumbai Indians,Kolkata Knight Riders,16-04-2014,Abu Dhabi,2014,195,10,9,199,7,Kolkata Knight Riders,JH Kallis
598073,Chennai Super Kings,Mumbai Indians,26-05-2013,Kolkata,2013,115,5,8,116,3,Mumbai Indians,KA Pollard
598072,Mumbai Indians,Rajasthan Royals,24-05-2013,Kolkata,2013,89,1,13,79,6,Mumbai Indians,Harbhajan Singh
598071,Rajasthan Royals,Sunrisers Hyderabad,22-05-2013,Delhi,2013,189,8,12,118,3,Rajasthan Royals,BJ Hodge
598070,Chennai Super Kings,Mumbai Indians,21-05-2013,Delhi,2013,163,2,15,136,4,Chennai Super Kings,MEK Hussey
598069,Sunrisers Hyderabad,Kolkata Knight Riders,19-05-2013,Hyderabad,2013,132,0,10,76,7,Sunrisers Hyderabad,PA Patel
598067,Pune Warriors,Delhi Daredevils,19-05-2013,Pune,2013,110,4,15,107,9,Pune Warriors,LJ Wright
598068,Royal Challengers Bangalore,Chennai Super Kings,18-05-2013,Bangalore,2013,118,10,11,110,1,Royal Challengers Bangalore,V Kohli
598066,Kings XI Punjab,Mumbai Indians,18-05-2013,Dharamsala,2013,213,8,19,113,0,Kings XI Punjab,Azhar Mahmood
598065,Sunrisers Hyderabad,Rajasthan Royals,17-05-2013,Hyderabad,2013,98,2,11,72,3,Sunrisers Hyderabad,A Mishra
598028,Kings XI Punjab,Delhi Daredevils,16-05-2013,Dharamsala,2013,100,1,14,75,3,Kings XI Punjab,DA Miller
598063,Mumbai Indians,Rajasthan Royals,15-05-2013,Mumbai,2013,103,3,12,102,7,Mumbai Indians,AP Tare
598061,Kolkata Knight Riders,Pune Warriors,15-05-2013,Ranchi,2013,89,7,7,90,9,Pune Warriors,MK Pandey
598062,Chennai Super Kings,Delhi Daredevils,14-05-2013,Chennai,2013,100,7,12,96,8,Chennai Super Kings,MS Dhoni
598045,Royal Challengers Bangalore,Kings XI Punjab,14-05-2013,Bangalore,2013,170,9,9,171,3,Kings XI Punjab,AC Gilchrist
598060,Mumbai Indians,Sunrisers Hyderabad,13-05-2013,Mumbai,2013,188,8,17,125,1,Mumbai Indians,KA Pollard
598058,Rajasthan Royals,Chennai Super Kings,12-05-2013,Jaipur,2013,193,10,12,121,5,Rajasthan Royals,SR Watson
598057,Kolkata Knight Riders,Royal Challengers Bangalore,12-05-2013,Ranchi,2013,100,4,16,87,9,Kolkata Knight Riders,JH Kallis
598056,Kings XI Punjab,Sunrisers Hyderabad,11-05-2013,Chandigarh,2013,134,5,20,136,6,Sunrisers Hyderabad,PA Patel
598055,Pune Warriors,Mumbai Indians,11-05-2013,Pune,2013,132,2,19,133,8,Mumbai Indians,MG Johnson
598054,Delhi Daredevils,Royal Challengers Bangalore,10-05-2013,Delhi,2013,162,7,13,167,10,Royal Challengers Bangalore,JD Unadkat
598053,Pune Warriors,Kolkata Knight Riders,09-05-2013,Pune,2013,152,5,11,153,4,Kolkata Knight Riders,G Gambhir
598052,Kings XI Punjab,Rajasthan Royals,09-05-2013,Chandigarh,2013,152,3,20,153,4,Rajasthan Royals,KK Cooper
598051,Sunrisers Hyderabad,Chennai Super Kings,08-05-2013,Hyderabad,2013,101,1,16,104,6,Chennai Super Kings,SK Raina
598049,Rajasthan Royals,Delhi Daredevils,07-05-2013,Jaipur,2013,85,4,14,81,8,Rajasthan Royals,AM Rahane
598050,Mumbai Indians,Kolkata Knight Riders,07-05-2013,Mumbai,2013,218,9,12,81,3,Mumbai Indians,SR Tendulkar
598064,Kings XI Punjab,Royal Challengers Bangalore,06-05-2013,Chandigarh,2013,156,1,7,89,0,Kings XI Punjab,DA Miller
598047,Rajasthan Royals,Pune Warriors,05-05-2013,Jaipur,2013,204,3,13,127,2,Rajasthan Royals,AM Rahane
598046,Mumbai Indians,Chennai Super Kings,05-05-2013,Mumbai,2013,100,0,9,79,9,Mumbai Indians,MG Johnson
598044,Sunrisers Hyderabad,Delhi Daredevils,04-05-2013,Hyderabad,2013,142,9,13,128,0,Sunrisers Hyderabad,DJG Sammy
598043,Kolkata Knight Riders,Rajasthan Royals,03-05-2013,Kolkata,2013,115,9,9,113,8,Kolkata Knight Riders,YK Pathan
598042,Pune Warriors,Royal Challengers Bangalore,02-05-2013,Pune,2013,218,10,20,219,1,Royal Challengers Bangalore,AB de Villiers
598041,Chennai Super Kings,Kings XI Punjab,02-05-2013,Chennai,2013,137,9,9,86,9,Chennai Super Kings,SK Raina
598040,Delhi Daredevils,Kolkata Knight Riders,01-05-2013,Raipur,2013,112,3,13,105,2,Delhi Daredevils,DA Warner
598039,Sunrisers Hyderabad,Mumbai Indians,01-05-2013,Hyderabad,2013,172,6,17,80,7,Sunrisers Hyderabad,I Sharma
598038,Pune Warriors,Chennai Super Kings,30-04-2013,Pune,2013,86,9,17,90,3,Chennai Super Kings,MS Dhoni
598037,Mumbai Indians,Kings XI Punjab,29-04-2013,Mumbai,2013,162,1,9,93,2,Mumbai Indians,RG Sharma
598036,Rajasthan Royals,Royal Challengers Bangalore,29-04-2013,Jaipur,2013,153,5,16,111,10,Rajasthan Royals,SV Samson
598034,Chennai Super Kings,Kolkata Knight Riders,28-04-2013,Chennai,2013,203,2,15,80,3,Chennai Super Kings,MEK Hussey
598035,Delhi Daredevils,Pune Warriors,28-04-2013,Raipur,2013,187,2,7,79,2,Delhi Daredevils,DA Warner
598033,Mumbai Indians,Royal Challengers Bangalore,27-04-2013,Mumbai,2013,215,2,18,96,7,Mumbai Indians,DR Smith
598032,Rajasthan Royals,Sunrisers Hyderabad,27-04-2013,Jaipur,2013,165,4,10,79,6,Rajasthan Royals,JP Faulkner
598031,Kolkata Knight Riders,Kings XI Punjab,26-04-2013,Kolkata,2013,90,3,17,85,4,Kolkata Knight Riders,JH Kallis
598030,Chennai Super Kings,Sunrisers Hyderabad,25-04-2013,Chennai,2013,111,5,17,98,8,Chennai Super Kings,MS Dhoni
598029,Kolkata Knight Riders,Mumbai Indians,24-04-2013,Kolkata,2013,179,5,8,184,3,Mumbai Indians,DR Smith
598059,Delhi Daredevils,Kings XI Punjab,23-04-2013,Delhi,2013,184,4,18,188,5,Kings XI Punjab,Harmeet Singh
598027,Royal Challengers Bangalore,Pune Warriors,23-04-2013,Bangalore,2013,217,2,14,147,9,Royal Challengers Bangalore,CH Gayle
598026,Chennai Super Kings,Rajasthan Royals,22-04-2013,Chennai,2013,90,6,12,73,10,Chennai Super Kings,MEK Hussey
598025,Kings XI Punjab,Pune Warriors,21-04-2013,Chandigarh,2013,133,10,11,74,4,Kings XI Punjab,DA Miller
598024,Delhi Daredevils,Mumbai Indians,21-04-2013,Delhi,2013,116,10,20,69,6,Delhi Daredevils,V Sehwag
598023,Royal Challengers Bangalore,Rajasthan Royals,20-04-2013,Bangalore,2013,183,8,14,116,3,Royal Challengers Bangalore,R Vinay Kumar
