Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Column1
2713292783,2019-12-29,Software Engineer,Senior Software Engineer,Full-time,Associate,3,"node.js, git, backend, css, fullstack, aws, agile, docker, go, js",Mumbai,,,,1,Siemens PLM Software India,Software,
2411990973,2019-12-29,Data Scientist,Data Scientist,Full-time,Mid-Senior level,6,"data_lake, cloud, ai/ml, python, r, spark, nlp, ml, tensorflow, machine_learning",Mumbai,,,,12,HomeShop18,Shopping,
2704645592,2019-12-29,Business Analyst,Business Analyst,Full-time,Associate,6,visio,Mumbai,,,,9,DigitalOcean,Cloud,
2515399868,2019-12-29,Software Engineer,Senior Software Engineer,Full-time,Associate,2,"database, cloud, ajax, javascript, back-end, saas, mongodb, backend, java, aws, html, mysql, nosql, coding",Mumbai,"14,07,000.00","18,89,000.00",yr,2,Stayzilla,Hotels,
2731470098,2019-12-29,Data Analyst,Data Analyst,Contract,Entry level,1,"excel, go",Noida,,,,58,NVIDIA India,Semiconductors,
2745267344,2019-12-29,Ux Researcher,Ux Researcher Iii,Contract,Entry level,2,"agile, slack, jira",Ahmedabad,,,,10,Sony India,Electronics,
2684349217,2019-12-29,Systems Analyst,Business Systems Analyst,Full-time,Associate,5,agile,Varanasi,,,,6,Quikr,Classifieds,
2689883190,2019-12-30,Data Scientist,Senior Data Scientist,Full-time,Mid-Senior level,6,"excel, cloud, aws, python, machine_learning",New Delhi,,,,,Zapak,Gaming,
2743827753,2019-12-30,Software Engineer,"Staff Software Engineer, Backend Platform",Full-time,Director,8,"cloud, frontend, devops, backend",Ranchi,,,,,Cisco Systems India,Networking,
2676071330,2019-12-30,Data Analyst,Ibm Mdm Infosphere Data Analyst,Full-time,Mid-Senior level,4,"oracle, pl/sql, t-sql, ibm, etl, sql, bi, server",Mumbai,,,,9,NVIDIA India,Semiconductors,
2698182754,2019-12-30,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,6,"database, cloud, python, programming, c/c++, c, aws, postgresql, snowflake, coding",Bhopal,,,,2,Flipkart Plus,Subscription,
2682104968,2019-12-30,Business Analyst,Netsuite Sales Planning Business Analyst,Full-time,Mid-Senior level,8,"excel, oracle, saas, power_bi, tableau, sql, bi",Pune,,,,7,Ola Select,Subscription,
2588853738,2019-12-30,Business Analyst,Business Analyst,Full-time,Associate,3,"excel, atlassian, outlook, word, agile, jira, visio, sql, sharepoint",Kolkata,,,,153,Medlife,Pharmacy,
2674787553,2019-12-30,Software Engineer,Software Engineer,Full-time,Associate,3,"javascript, ember.js, jquery, terminal, js",Ahmedabad,,,,6,Amazon Prime,Subscription,
2733190358,2019-12-30,Software Engineer,Software Engineer,Full-time,Entry level,0,"ruby, codebase, java, go, kotlin",Mumbai,,,,3,Samsung India,Electronics,
2710358317,2019-12-30,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,5,"unix/linux, r, scala, oracle, microsoft, pl/sql, cloud, unix, python, tableau, etl, snowflake, sql, bi, azure",Gurgaon,1183000,3128000,hr,36,Cadence Design Systems India,Software,
2728531154,2019-12-30,Machine Learning Engineer,Senior Machine Learning Engineer,Full-time,Mid-Senior level,5,"ai/ml, python, coding, c/c++, machine_learning",Mumbai,,,,,HCL Technologies,IT services,
2710842132,2019-12-30,Data Engineer,Aws Data Engineer,Full-time,Mid-Senior level,7,"oracle, ssis, cloud, data_lakes, aws, redshift, etl, hadoop, snowflake, go, spark",Bhubneshwar,,,,6,1mg,Pharmacy,
2703202064,2019-12-30,Financial Analyst,Senior Financial Analyst,Full-time,Associate,5,"oracle, tableau, cognos, excel",Mysore,"6,12,000.00","11,74,000.00",yr,7,Portea Medical,Healthcare,
2581874575,2019-12-30,Data Scientist,"Senior Data Scientist, Acquisition",Full-time,Mid-Senior level,6,"database, python, bigquery, r, slack, tableau, etl, snowflake, sql, go, airflow, postgres",Mumbai,,,,23,Flipkart Plus,Subscription,
2694253443,2019-12-30,Developer,Swift Developer,Contract,Mid-Senior level,7,,Gurgaon,,,,,More Supermarket,Retail,
2707857679,2019-12-30,Sales Analyst,Senior Sales Analyst,Full-time,Mid-Senior level,9,"r, python, sql, bi",Bangalore,,,,17,FedEx India,Logistics,
2751625234,2019-12-30,Devops Engineer,Devops Engineer,Full-time,Entry level,2,"ci/cd, cloud, python, docker, devops",Bangalore,,,,2,Quikr,Classifieds,
2714662034,2019-12-30,Data Scientist,Data Scientist,Full-time,Entry level,2,"python, programming, sql, machine_learning",Gurgaon,,,,29,Rapido,Rides,
2691439029,2019-12-30,Data Analyst,"Data Analyst, Finance",Full-time,Mid-Senior level,5,"database, javascript, python, bi, programming, golang, java, tableau, sql, scala",Bhopal,,,,8,Infosys,IT services,
2652942410,2019-12-30,Data Scientist,Senior Data Scientist,Full-time,Associate,5,"r, oracle, git, airflow, cloud, python, programming, etl, hadoop, sql, docker, machine_learning",Chennai,,,,11,Vultr,Cloud,
2733206054,2019-12-30,Business Analyst,Aem Lead Business Analyst,Full-time,Associate,5,agile,Jamshedpur,,,,,Google India,Internet,
2642448737,2019-12-31,Software Engineer,Principal Software Engineer,Full-time,Mid-Senior level,2,"graphql, scrum, redis, saas, cloud, javascript, ruby, agile, programming, postgresql, server",Ahmedabad,,,,,Adobe India,Software,
2581867549,2019-12-31,Software Engineer,Senior Software Engineer,Full-time,Associate,3,"cloud, gcp, programming, microsoft, aws, go, azure",Chennai,,,,,Bluehost,Hosting,
2695081878,2019-12-31,Software Developer,Software Developer,Full-time,Mid-Senior level,4,"ruby, aws, ai, go",Mysore,,,,,Namecheap,Hosting,
2681777633,2019-12-31,Software Engineer,Software Engineer,Full-time,Entry level,3,"sql, programming, database",Mysore,,,,55,RummyCircle,Rummy,
2681944371,2019-12-31,Developer,Servicenow Developer,Full-time,Entry level,2,"node.js, database, ci/cd, css, javascript, html, agile, programming, server",Gurgaon,,,,1,Mphasis,IT services,
2722555884,2019-12-31,Business Analyst,Clinical Business Analyst/Qa Analyst,Contract,Mid-Senior level,8,"excel, scrum, word, agile, powerpoint, visio",Ahmedabad,,,,22,Dell Technologies India,IT hardware,
2708163284,2019-12-31,Data Analyst,Data Analyst,Full-time,Associate,5,"cloud, agile, sql, ai, excel",Jamshedpur,,,,129,Google India,Internet,
2738111350,2019-12-31,Software Engineer,Staff Software Engineer,Full-time,Associate,4,"backend, saas, css, aws, agile, programming, postgresql",New Delhi,,,,,TikTok India,Social media,
2616489928,2019-12-31,Software Engineer,Senior Software Engineer*,Full-time,Mid-Senior level,4,"git, ci/cd, cloud, java, javascript, aws, python, programming, docker, devops",Hyderabad,,,,,Netmeds,Pharmacy,
2675052396,2019-12-31,Data Scientist,"Data Scientist, Experience Innovation",Full-time,Mid-Senior level,4,"database, cloud, hadoop, r, t-sql, sas, redshift, tableau, snowflake, sql, ai, machine_learning, azure, spss, powerbi",Mumbai,,,,3,Tech Mahindra,IT services,
2713174216,2019-12-31,Data Analyst,Data Analyst,Contract,Entry level,2,"excel, database, jira, visio, sql, powerbi",Guwahati,,,,12,Stayzilla,Hotels,
2683584403,2019-12-31,Data Scientist,Data Scientist,Contract,Mid-Senior level,8,,Ahmedabad,,,,,MPL,Fantasy,
2675308687,2019-12-31,Software Engineer,Software Engineer,Internship,Internship,0,"c++, javascript, python, coding, ml, machine_learning",Chennai,,,,104,FedEx India,Logistics,
2708187639,2019-12-31,Data Scientist,Healthcare Data Scientist,Full-time,Entry level,1,"sas, python, programming, tableau, sql, machine_learning",Kolkata,,,,5,Coforge,IT services,
2682401446,2019-12-31,Business Analyst,Business Analyst With Mobile Applications,Contract,Associate,5,,Bangalore,,,,,Vedantu,Education,
2752326691,2019-12-31,Software Developer,Onbase Software Developer,Full-time,Mid-Senior level,5,"ajax, javascript, asp.net, html5, programming, c, microsoft, coding, jquery",Hyderabad,,,,3,FedEx India,Logistics,
2560740432,2019-12-31,Software Engineer,"Cloud Security Software Engineer, Threat Detection",Full-time,Entry level,3,"cloud, saas, iaas, gcp, aws, python, linux, go, azure",Nagpur,,,,5,Cisco Systems India,Networking,
2657373344,2019-12-31,Product Owner,Product Owner,Full-time,Mid-Senior level,5,"cloud, saas, agile",Raipur,1075000,2950000,yr,31,Google Pay,Payments,
2688480606,2019-12-31,Data Analyst,Senior Data Analyst,Full-time,Mid-Senior level,2,"spreadsheets, python, bi, looker, tableau, sql",Ahmedabad,,,,27,OLX India,Classifieds,
2455490285,2019-12-31,Data Scientist,"Senior Data Scientist, Logistics",Full-time,Mid-Senior level,4,"numpy, python, pandas, ml, machine_learning",Chennai,,,,70,Disney+ Hotstar,Streaming,
2690937641,2020-01-01,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,6,"cloud, aws, azure",Pune,,,,,Hexaware Technologies,IT services,
2555835176,2020-01-01,Software Engineer,"Senior Software Engineer, Data Infrastructure",Full-time,Mid-Senior level,5,"airflow, cloud, aws, programming, ml, machine_learning, spark",Hyderabad,,,,1,SAP Labs India,Software,
2683765814,2020-01-01,Business Analyst,Business Analyst,Full-time,Mid-Senior level,6,"scrum, agile",Kolkata,1277000,2773000,hr,74,Vedantu,Education,
2687499802,2020-01-01,Software Engineer,Staff Software Engineer,Full-time,Associate,5,"programming, c",Gurgaon,,,,,WNS Global Services,IT services,
2650096662,2020-01-01,Data Engineer,Principal Data Engineer,Full-time,Mid-Senior level,6,"git, spark, ci/cd, aws, sql, apache, machine_learning, scala, airflow",Chandigarh,,,,5,Autodesk India,Software,
2316116426,2020-01-01,Software Engineer,"Senior Software Engineer, Query Language-Remote",Full-time,Associate,4,linux,Ranchi,,,,45,Zoho,Software,
2708427391,2020-01-01,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,6,"back-end, database, scrum, cloud, gcp, java, javascript, ruby, aws, agile, python, programming, kanban, azure",Guwahati,,,,2,Ansys India,Software,
2731827640,2020-01-01,Software Engineer,Senior Software Engineer,Full-time,Associate,3,"python, docker, back-end, gcp, ci/cd, golang, postgresql, rust, go",Noida,,,,,Airtel Xstream,Streaming,
2657224144,2020-01-01,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,8,"cloud, aws, azure",Chennai,,,,1,Uber,Rides,
2702426929,2020-01-01,Systems Analyst,Senior Revenue Systems Analyst,Full-time,Mid-Senior level,2,saas,Bhubneshwar,,,,,Synopsys India,Software,
2718211202,2020-01-01,Senior Analyst,"Senior Analyst, Search Marketing",Full-time,Mid-Senior level,7,microsoft,Hyderabad,,,,3,TikTok India,Social media,
2559055517,2020-01-01,Data Architect,Senior Data Modeler/ Data Architect-With Healthcare Experience,Full-time,Mid-Senior level,7,"data_lake, ibm, etl, sql",New Delhi,,,,9,Swiggy,Food,
2693687911,2020-01-01,Business Intelligence Analyst,Business Intelligence Analyst,Full-time,Associate,4,"r, power_bi, python, tableau, looker, sql, bi",Bangalore,,,,189,PTC India,Software,
2688521650,2020-01-01,Data Engineer,Associate Data Engineer,Full-time,Entry level,1,"database, python, server, git, oracle, aws, mysql, etl, postgresql, snowflake, sql",Ahmedabad,,,,9,Flipkart,E-commerce,
2731808095,2020-01-01,Software Engineer,Software Engineer,Full-time,Entry level,0,"oracle, database, scrum, pl/sql, java, coding, postgresql, postgres",Hyderabad,,,,1,Uber Platinum,Subscription,
2681244251,2020-01-01,Business Analyst,Remote Hotel Business Analyst,Contract,Associate,1,microstrategy,Bangalore,,,,2,Instagram India,Social media,
2688139871,2020-01-01,Business Analyst,Senior It Business Analyst,Contract,Mid-Senior level,3,"sap, agile",Bangalore,,,,19,Cleartrip,Travel,
2685299503,2020-01-01,Quality Assurance Analyst,Quality Assurance Analyst,Contract,Mid-Senior level,6,programming,Gurgaon,,,,6,Blue Dart,Logistics,
2738375272,2020-01-01,Ux Researcher,Ux Researcher,Contract,Mid-Senior level,5,excel,Hyderabad,,,,,Edureka,Education,
2745274453,2020-01-01,Software Engineer,Software Engineer Ii,Full-time,Mid-Senior level,6,"perl, programming, c/c++, matlab",Ahmedabad,,,,4,Oracle India,IT services,
2628576304,2020-01-01,Data Analyst,Healthcare Payer Data Analyst,Full-time,Associate,3,"data_lake, database, python, hadoop, ibm, oracle, microsoft, sql",Lucknow,,,,24,ZEE5,Streaming,
2712194641,2020-01-02,Data Engineer,Data Engineer,Contract,Mid-Senior level,5,"scala, warehousing, airflow, cloud, java, ai/ml, aws, agile, python, programming, tableau, etl, snowflake, sql, bi, devops, machine_learning, spark",New Delhi,,,,17,Google Pay,Payments,
2705259148,2020-01-02,Software Engineer,Staff Software Engineer,Full-time,Mid-Senior level,8,"cloud, python, linux, git, java, mysql, postgresql, go, kotlin",New Delhi,,,,2,Namecheap,Hosting,
2744667842,2020-01-02,Software Engineer,Software Engineer,Full-time,Mid-Senior level,8,"backend, frontend, java, ruby, mysql, agile, python, programming, postgresql, nosql, mongodb, devops",New Delhi,2374000,3080000,yr,7,Qualcomm India,Semiconductors,
2702850905,2020-01-02,Software Engineer,Ui/Ux Software Engineer,Full-time,Mid-Senior level,6,"node.js, sql, docker",Kolkata,,,,4,Ola Select,Subscription,
2684623441,2020-01-02,Business Analyst,Technical Business Analyst,Full-time,Associate,1,"visio, tableau",Pune,,,,6,Twitter India,Social media,
2722480373,2020-01-02,Business Process Analyst,Business Process Analyst,Contract,Mid-Senior level,2,"microsoft, visio",Mysore,,,,25,ABB India,Automation,
2614122142,2020-01-02,Research Scientist,Senior Research Scientist,Full-time,Mid-Senior level,11,"cloud, agile, r, tableau, ai, excel, spss",New Delhi,,,,23,Hexaware Technologies,IT services,
2642450576,2020-01-02,Software Engineer,Principal Software Engineer,Full-time,Mid-Senior level,8,"graphql, scrum, redis, saas, cloud, javascript, ruby, agile, programming, postgresql, server",Bhopal,,,,,Salesforce India,Software,
2657221367,2020-01-02,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,5,"cloud, aws, azure",Mumbai,,,,1,Mindtree,IT services,
2675951628,2020-01-02,Developer,Xamarin Mobile Developer,Contract,Mid-Senior level,7,"atlassian, git, scrum, json, ios, coding, programming, xml, c",Noida,,,,6,Cleartrip,Travel,
2673969399,2020-01-02,Data Engineer,Principal Data Engineer,Full-time,Mid-Senior level,2,"warehousing, cloud, gcp, aws, python, redshift, etl, bigquery, snowflake, sql, bi, machine_learning, azure, spark",Noida,,,,9,MakeMyTrip,Travel,
2600753592,2020-01-02,Business Analyst,Business Analyst,Full-time,Associate,3,"python, bi, r, matlab, qlik, tableau, sql, powerbi",Ahmedabad,,,,4,ABB India,Automation,
2476409682,2020-01-02,Devops Engineer,Senior Devops Engineer,Full-time,Associate,3,"unix/linux, database, cloud, gcp, aws, mysql, python, php, hadoop, devops",Hyderabad,,,,1,L&T Technology Services,IT services,
2747898044,2020-01-02,Software Engineer,"Content Software Engineer, Cs Assessment Specialist",Part-time,Entry level,1,"python, git, programming, c, github, java, xml, c++",Nagpur,,,,9,Samsung India,Electronics,
2681090758,2020-01-02,Product Owner,Product Owner,Full-time,Mid-Senior level,4,agile,Chennai,,,,16,Snapdeal,E-commerce,
2646194997,2020-01-02,Software Engineer,Software Engineer,Full-time,Entry level,1,"excel, datadog",Kolkata,,,,1,Spencer's Retail,Retail,
2737692561,2020-01-03,Software Engineer,"Senior Software Engineer, Dev And Tools",Full-time,Mid-Senior level,3,"cloud, programming, ci/cd, aws",Pune,,,,1,DigitalOcean,Cloud,
2748273532,2020-01-03,Business Intelligence Analyst,Senior Business Intelligence Analyst,Full-time,Associate,4,"power_bi, server, microsoft, outlook, dax, tableau, snowflake, sql, go, excel, ssrs",Ahmedabad,,,,2,Namecheap,Hosting,
2660783888,2020-01-03,Software Engineer,"Software Engineer, Automation",Full-time,Entry level,1,"javascript, ruby, python, saas, programming, java, tableau, etl, go",Hyderabad,,,,6,Cleartrip,Travel,
2709228150,2020-01-03,Systems Analyst,Business Systems Analyst,Full-time,Associate,4,"excel, visio",Chennai,,,,14,Voot,Streaming,
2682984505,2020-01-03,Data Scientist,Data Scientist,Contract,Mid-Senior level,3,,Ranchi,,,,,Apollo 247,Pharmacy,
2702964177,2020-01-03,Senior Analyst,"Senior Analyst, Data",Full-time,Associate,2,"microsoft, nuix, sql",Gurgaon,,,,,Paytm,Payments,
2702962397,2020-01-03,Senior Analyst,"Senior Analyst, Data",Full-time,Associate,3,"microsoft, nuix, sql",Mumbai,,,,,FabHotels,Hotels,
2656638643,2020-01-03,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,5,"cloud, aws, azure",Mysore,,,,,MyFab11,Fantasy,
2682905880,2020-01-03,Data Engineer,Data Engineer 3-4,Full-time,Associate,5,"database, cloud, javascript, agile, python, scrum, c, mssql, etl, snowflake, sql, ssis, coding",Noida,,,,4,Sony India,Electronics,
2532289977,2020-01-03,Software Engineer,"Software Engineer, Core Data Pipeline",Full-time,Entry level,2,"warehousing, backend, airflow, java, kotlin, python, programming, snowflake, sql, nosql",Ahmedabad,,,,14,Airtel Xstream,Streaming,
2709201637,2020-01-03,Software Engineer,"Lead Software Engineer, 95% Remote",Full-time,Mid-Senior level,7,"json, javascript, html, xml, sql, jquery, server, c",Gurgaon,1139000,2247000,yr,3,Cadence Design Systems India,Software,
2713758310,2020-01-03,Full Stack Engineer,Senior Full Stack Engineer,Full-time,Associate,5,"graphql, cloud, git, scrum, ci/cd, aws, scala",Patna,,,,,MakeMyTrip,Travel,
2741662088,2020-01-03,Software Engineer,"Software Engineer, Education",Full-time,Mid-Senior level,5,"database, slack, mongodb, c, backend, coding",Bangalore,,,,10,Ace2Three,Rummy,
2706558103,2020-01-03,Business Analyst,Senior Revenue Operations Business Analyst,Full-time,Mid-Senior level,5,"excel, agile",New Delhi,,,,9,Coursera,Education,
2688442442,2020-01-03,Data Engineer,Senior Data Engineer,Full-time,Mid-Senior level,3,"agile, python, mongodb, spark, backend, redis, aws, redshift, etl, sql, nosql, coding",Ahmedabad,,,,3,Disney+ Hotstar,Streaming,
2707797054,2020-01-03,Financial Analyst,Senior Financial Analyst,Full-time,Associate,5,"database, visual_basic, ibm, macros, microsoft, sql, excel, coding",Ahmedabad,,,,3,Freshworks,Software,
2735404493,2020-01-03,Systems Analyst,Business Systems Analyst,Full-time,Associate,6,microsoft,Ahmedabad,,,,,Ixigo,Travel,
2682646029,2020-01-04,Digital Analyst,Digital Analyst,Full-time,Associate,4,"tableau, sql",Ranchi,,,,13,Disney+ Hotstar,Streaming,
2678795973,2020-01-04,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,7,"back-end, node.js, backend, cloud, aws, devops",Pune,,,,2,RummyCircle,Rummy,
2680948363,2020-01-04,Business Analyst,Sap Scm Business Analyst,Contract,Mid-Senior level,2,"sap, go",Patna,,,,2,Coursera,Education,
2749268281,2020-01-04,Software Engineer,Software Engineer,Full-time,Mid-Senior level,6,"github, redis, c++, cloud, java, javascript, aws, mysql, python, postgresql, ai, postgres, c",Pune,,,,,Dell Technologies India,IT hardware,
2652781284,2020-01-04,Data Scientist,"Senior Data Scientist/Manager, Data Science",Full-time,Mid-Senior level,5,"agile, python, programming, spark, aws, sql, machine_learning",Guwahati,,,,26,Flipkart Plus,Subscription,
2716160040,2020-01-04,Product Analyst,Senior Product Analyst,Full-time,Mid-Senior level,4,"saas, tableau, sql",Chennai,,,,30,Ericsson India,Telecom,
2712161186,2020-01-04,Software Engineer,Backend Software Engineer,Full-time,Entry level,2,"backend, java, aws, mysql, coding",Chandigarh,,,,29,Ola,Rides,
2660784560,2020-01-04,Sales Engineer,"Senior Enablement Manager, Sales Engineering",Full-time,Mid-Senior level,6,"slack, jira, twilio",Kolkata,,,,,More Supermarket,Retail,
2679396919,2020-01-04,Business Consultant,Business Consultant,Full-time,Associate,3,"database, word, css, powerpoint, php, microsoft, java, html, excel",Mumbai,,,,1,Samsung India,Electronics,
2693591352,2020-01-04,Business Analyst,Ifs Manufacturing/Supply Chain Business Analyst,Full-time,Associate,3,microsoft,Ahmedabad,,,,,Swiggy Super,Subscription,
2749230326,2020-01-04,Software Engineer,"Software Engineer, University Grad",Full-time,Entry level,2,"cloud, agile, python, linux, docker, git, programming, c/c++, github, redis, java, aws, postgresql, nosql, machine_learning, go, c++, coding",Hyderabad,,,,16,BookMyShow,Tickets,
2678167952,2020-01-04,Financial Analyst,Financial Analyst,Full-time,Mid-Senior level,7,"looker, tableau, excel",Kolkata,,,,13,HGS (Hinduja Global Solutions),IT services,
2712141226,2020-01-04,Data Engineer,Data Engineer,Full-time,Entry level,1,"warehousing, database, git, cloud, saas, programming, bigquery, looker, sql, machine_learning",New Delhi,,,,3,Naaptol,Shopping,
2693107894,2020-01-04,Data Engineer,Senior Data Engineer,Full-time,Associate,3,"microsoft, cloud, gcp, aws, redshift, looker, azure",Bangalore,,,,,Stayzilla,Hotels,
2709224595,2020-01-04,Data Architect,Data Architect,Contract,Mid-Senior level,9,"data_lake, database, cloud, data_lakes, agile, server, iaas, gcp, oracle, aws, mysql, redshift, postgresql, sql, ai, postgres",Chennai,,,,13,JioTV,Streaming,
2743453066,2020-01-04,Ux Researcher,Ux Researcher,Contract,Mid-Senior level,3,excel,Noida,,,,,DigitalOcean,Cloud,
2741501390,2020-01-04,Data Scientist,Data Governance/Data Scientist,Full-time,Mid-Senior level,6,"r, python, sql",New Delhi,,,,8,Sutherland Global Services,IT services,
2689899930,2020-01-04,Developer,Swift Developer,Contract,Mid-Senior level,4,,Chennai,,,,,Amazon India,E-commerce,
2481468162,2020-01-04,Data Engineer,Data Engineer Power Bi Developer,Full-time,Mid-Senior level,7,"dax, power_bi, sql, bi, azure, spark",Lucknow,,,,138,BYJU'S,Education,
2552454426,2020-01-05,Senior Analyst,"Senior Analyst, Business Insights",Full-time,Mid-Senior level,8,"r, powerpoint, microsoft, tableau, sql, excel",Mumbai,,,,65,Naaptol,Shopping,
2681930038,2020-01-05,Software Engineer,"Senior Software Engineer, C++",Full-time,Mid-Senior level,5,"agile, scrum, c++",Indore,,,,7,Ace2Three,Rummy,
2685960123,2020-01-05,Software Engineer,Senior Backend Software Engineer,Full-time,Associate,4,"graphql, javascript, python, node.js, programming, iot, backend, golang, sql, ai, go, postgres",Lucknow,,,,,Ace2Three,Rummy,
2687455298,2020-01-05,Software Engineer,Lead Ruby Software Engineer,Full-time,Associate,4,"ruby, docker, git, gdpr, c, go",Ahmedabad,,,,,Tech Mahindra,IT services,
2744190885,2020-01-05,Software Engineer,Remote Software Engineer,Full-time,Entry level,1,"cloud, agile, scrum, vue, programming, backend, ci/cd, java, kanban, coding",Ahmedabad,681000,1000000,yr,1,WinZO,Fantasy,
2694262257,2020-01-05,Data Engineer,Senior Data Engineer,Contract,Mid-Senior level,5,"cloud, aws, azure",Pune,,,,,Uber,Rides,
2690305667,2020-01-05,Developer,Swift Developer,Contract,Mid-Senior level,5,,Pune,,,,,Delhivery,Logistics,
2719636018,2020-01-05,Business Analyst,Position For Business Analyst With Financial Services,Contract,Mid-Senior level,6,sql,New Delhi,,,,16,Ola,Rides,
2436008245,2020-01-05,Software Engineer,"Senior Software Engineer, Mtp",Full-time,Associate,3,"cloud, saas, python, programming, linux",Ranchi,,,,4,Pluralsight,Education,
2520406823,2020-01-05,Software Development Engineer,Aws Software Development Engineer,Full-time,Mid-Senior level,5,"cloud, agile, python, linux/unix, powershell, c, java, aws, sql, bash, coding, cicd",Hyderabad,,,,,Honeywell India,Automation,
2681377868,2020-01-05,Sales Engineer,Sales Engineer,Full-time,Entry level,3,"cloud, linux, docker, bitbucket, node.js, git, gdpr, iaas, programming, devops, ci/cd, outlook, java, go, azure, paas",Mumbai,,,,1,Texas Instruments India,Semiconductors,
2676505043,2020-01-05,Data Engineer,Data Engineer,Contract,Mid-Senior level,3,"database, agile, json, etl, sql, ssis",Hyderabad,,,,29,Dream11,Fantasy,
2713276957,2020-01-05,Data Engineer,Data Engineer,Full-time,Entry level,2,"bash, warehousing, airflow, cloud, gcp, java, aws, python, programming, apache, ai, azure",Bhubneshwar,,,,1,Toppr,Education,
2425202192,2020-01-05,Software Engineer,"Senior Software Engineer, Data Security",Full-time,Associate,3,"ci/cd, c++, cloud, python, programming, docker, c",Ahmedabad,,,,1,Myntra,Fashion,
2692025445,2020-01-05,Data Analyst,Senior Data Analyst,Full-time,Associate,4,"r, python, bigquery, looker",Kolkata,,,,2,Cadence Design Systems India,Software,
2696124841,2020-01-05,Data Engineer,Data Engineer,Full-time,Mid-Senior level,5,"numpy, warehousing, database, pandas, aws, mysql, redshift, python, programming, etl, no-sql, snowflake, sql",Chennai,,,,,Spencer's Retail,Retail,
2735615878,2020-01-05,Software Developer,Software Developer,Full-time,Entry level,1,"database, pl/sql, cloud, javascript, gitlab, agile, node, linux, docker, server, json, css, oracle, microsoft, java, aws, html, sql, apache",Gurgaon,,,,,Vultr,Cloud,
2741464801,2020-01-06,Systems Analyst,Business/Systems Analyst,Contract,Associate,3,go,New Delhi,,,,3,Dassault Systèmes India,Software,
2642447557,2020-01-06,Software Engineer,Senior Ruby On Rails Software Engineer,Full-time,Mid-Senior level,4,"graphql, scrum, redis, saas, cloud, javascript, ruby, agile, programming, postgresql, server",Indore,,,,,Mobile Premier League,Fantasy,
2717451691,2020-01-06,Software Engineer,Software Engineer,Full-time,Associate,5,"perl, shell, programming, sql, c",Jamshedpur,,,,3,Panasonic India,Electronics,
2718781971,2020-01-06,Data Engineer,Data Engineer,Contract,Mid-Senior level,6,"airflow, aws, spark",Noida,,,,1,Panasonic India,Electronics,
2712508925,2020-01-06,Data Analyst,Data Analyst,Full-time,Entry level,2,"github, python, programming, looker, sql, bi, bitbucket",Ahmedabad,,,,77,Lam Research India,Equipment,
2511465863,2020-01-06,Software Development Engineer,"Senior Staff Software Development Engineer In Test, Data Security",Full-time,Mid-Senior level,4,"cloud, python, linux, docker, programming, ci/cd",Varanasi,,,,1,Wipro,IT services,
2703788800,2020-01-06,Software Engineer,Software Engineer- Backend,Full-time,Mid-Senior level,9,"cloud, java, aws, mysql, mongo, ml, nosql, ai, machine_learning",Nagpur,,,,6,Microsoft Research India,Research,
2718460629,2020-01-06,Developer,Servicenow Developer,Contract,Associate,4,"powershell, macros, json, css, html, xml, server",New Delhi,,,,15,FabHotels,Hotels,
2717454060,2020-01-06,Data Analyst,Senior Data Analyst,Contract,Mid-Senior level,7,"python, looker, ml, sql, machine_learning",Ahmedabad,,,,13,Flipkart Plus,Subscription,
2733323960,2020-01-06,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,8,"cloud, ruby, jira, docker, node.js, gcp, github, ember.js, aws, postgresql, azure",Noida,,,,1,Quikr,Classifieds,
2740909853,2020-01-06,Software Engineer,Cloud Software Engineer,Full-time,Entry level,2,"data_lake, cloud, agile, bi, scrum, saas, gcp, programming, devops, backend, ci/cd, aws, mysql, azure",New Delhi,,,,15,HealthifyMe,Health,
2583648135,2020-01-06,Data Analyst,Senior Data Analyst,Full-time,Associate,5,"microsoft, power_bi, tableau, sql, server, powerbi, ssrs",Mumbai,,,,77,Airtel Xstream,Streaming,
2744555737,2020-01-06,Systems Analyst,Business Process Systems Analyst,Contract,Associate,5,"excel, microsoft, word, powerpoint, visio",Indore,,,,1,Adobe India,Software,
2682259000,2020-01-06,Software Engineer,Senior Software Engineer,Full-time,Mid-Senior level,2,"github, back-end, node.js, git, scrum, ci/cd, cloud, java, gitlab, aws, python, selenium, sql, docker, nosql, server, devops, bitbucket",Pune,,,,,Blue Dart,Logistics,
2691149259,2020-01-06,Software Development Engineer,Ai/Ml Research Software Development Engineer,Full-time,Associate,3,"ai/ml, agile, python, linux, docker, pytorch, github, ml, keras, tensorflow, ai, machine_learning, c++",Kolkata,,,,5,DMart,Retail,
